fund_number,fund_name,price_date,price,guarantee,guarantee_type,fund_ind,hr_indicator,aegon_fund,M1,M2,M3
307,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
308,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
309,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
310,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
311,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
312,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
313,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
314,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
315,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
316,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
317,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
318,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
319,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
320,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
321,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
322,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
323,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
324,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
325,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
326,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
327,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
328,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
329,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
330,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
331,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
332,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
333,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
334,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
335,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
336,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
337,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
338,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
339,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
340,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
341,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
342,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
343,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
344,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
345,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
346,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
347,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
348,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
349,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
350,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
351,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
352,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
353,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
354,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
355,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
356,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
357,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
358,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
359,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
360,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
361,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
362,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
363,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
364,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
365,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
366,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
367,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
368,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
369,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
370,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
371,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
372,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
373,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
374,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
375,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
376,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
377,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
378,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
379,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
380,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
381,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
382,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
383,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
384,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
385,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
386,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
387,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
388,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
389,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
390,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
391,Effecten,01/01/2023,1.0,0,0,2,0,0,1.0,1.0,1.0
392,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
393,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
394,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
395,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
396,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
397,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
398,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
399,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
400,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
401,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
402,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
403,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
404,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
405,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
406,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
407,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
408,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
409,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
410,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
411,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
412,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
413,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
414,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
415,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
416,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
417,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
418,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
419,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
420,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
421,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
422,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
423,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
424,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
425,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
426,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
427,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
428,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
429,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
430,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
431,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
432,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
433,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
434,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
435,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
436,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
437,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
438,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
439,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
440,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
441,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
442,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
443,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
444,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
445,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
446,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
447,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
448,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
449,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
450,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
451,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
452,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
453,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
454,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
455,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
456,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
457,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
458,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
459,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
460,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
461,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
462,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
463,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
464,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
465,0,01/01/2023,1.0,0,0,0,0,0,1.0,1.0,1.0
466,Effecten,01/01/2023,1.0,0,0,2,0,0,1.042811191271335,1.0415210433841995,1.0415210433841995
